EventID,Locality,Station,LatitudeInDD,LongitudeInDD,DepthInMeters,Temperature,Salinity,Oxygen,ObservationDate,ObservationTime,ImageFilePath,ScientificName,AphiaID,VernacularName,IdentificationComment,IndividualCount,Density (species/m²),PercentCover,Size,Condition,AssociatedTaxa,Habitat,Substrate
Dive 544004,Parker Bank,P17-T7,27.91847255,-92.03320462,127.29,,,,9/30/2017 0:00,12:13:26,,Elatopathes abietina,,,Green,27,10.384615384615385,,,,,Deep Reefs,Deep Coral
Dive 544004,Parker Bank,P17-T7,27.91847255,-92.03320462,127.29,,,,9/30/2017 0:00,12:13:26,,Elatopathes abietina,,,White,15,5.769230769230769,,,,,Deep Reefs,Deep Coral
Dive 544004,Parker Bank,P17-T7,27.91847255,-92.03320462,127.29,,,,9/30/2017 0:00,12:13:26,,Nicella sp. ,,,,61,23.46153846153846,,,,,Deep Reefs,Deep Coral
Dive 544004,Parker Bank,P17-T7,27.91847255,-92.03320462,127.29,,,,9/30/2017 0:00,12:13:26,,Paramuricea sp.,,,,5,1.923076923076923,,,,,Deep Reefs,Deep Coral
Dive 544004,Parker Bank,P17-T7,27.91847255,-92.03320462,127.29,,,,9/30/2017 0:00,12:13:26,,Scleractinia sp.,,branching white stony coral,,7,2.692307692307692,,,,,Deep Reefs,Deep Coral
Dive 544005,Parker Bank,P17-T7,27.918474533333335,-92.03321922,127.18,,,,9/30/2017 0:00,12:13:34,,Antipathes sp.,,black coral sea fan,,5,1.923076923076923,,,,,Deep Reefs,Deep Coral
Dive 544005,Parker Bank,P17-T7,27.918474533333335,-92.03321922,127.18,,,,9/30/2017 0:00,12:13:34,,Elatopathes abietina,,,Green,16,6.153846153846153,,,,,Deep Reefs,Deep Coral
Dive 544005,Parker Bank,P17-T7,27.918474533333335,-92.03321922,127.18,,,,9/30/2017 0:00,12:13:34,,Elatopathes abietina,,,White,6,2.3076923076923075,,,,,Deep Reefs,Deep Coral
Dive 544005,Parker Bank,P17-T7,27.918474533333335,-92.03321922,127.18,,,,9/30/2017 0:00,12:13:34,,Nicella sp. ,,,,42,16.153846153846153,,,,,Deep Reefs,Deep Coral
Dive 544005,Parker Bank,P17-T7,27.918474533333335,-92.03321922,127.18,,,,9/30/2017 0:00,12:13:34,,Paramuricea sp.,,,,10,3.846153846153846,,,,,Deep Reefs,Deep Coral
Dive 544005,Parker Bank,P17-T7,27.918474533333335,-92.03321922,127.18,,,,9/30/2017 0:00,12:13:34,,Scleractinia sp.,,branching white stony coral,,18,6.9230769230769225,,,,,Deep Reefs,Deep Coral
Dive 544007,Parker Bank,P17-T7,27.91846736666667,-92.03318095,127.71000000000001,,,,9/30/2017 0:00,12:13:49,,Antipathes sp.,,black coral sea fan,,5,1.923076923076923,,,,,Deep Reefs,Deep Coral
Dive 544007,Parker Bank,P17-T7,27.91846736666667,-92.03318095,127.71000000000001,,,,9/30/2017 0:00,12:13:49,,Elatopathes abietina,,,Green,6,2.3076923076923075,,,,,Deep Reefs,Deep Coral
Dive 544007,Parker Bank,P17-T7,27.91846736666667,-92.03318095,127.71000000000001,,,,9/30/2017 0:00,12:13:49,,Elatopathes abietina,,,White branching,2,0.7692307692307692,,,,,Deep Reefs,Deep Coral
Dive 544007,Parker Bank,P17-T7,27.91846736666667,-92.03318095,127.71000000000001,,,,9/30/2017 0:00,12:13:49,,Nicella sp. ,,,,13,5,,,,,Deep Reefs,Deep Coral
Dive 544007,Parker Bank,P17-T7,27.91846736666667,-92.03318095,127.71000000000001,,,,9/30/2017 0:00,12:13:49,,Paramuricea sp.,,,,3,1.1538461538461537,,,,,Deep Reefs,Deep Coral
Dive 544007,Parker Bank,P17-T7,27.91846736666667,-92.03318095,127.71000000000001,,,,9/30/2017 0:00,12:13:49,,Scleractinia sp.,,branching white stony coral,,4,1.5384615384615383,,,,,Deep Reefs,Deep Coral
Dive 544010,Parker Bank,P17-T7,27.91838445,-92.03309632,129.38,,,,9/30/2017 0:00,12:14:34,,,,,,0,0,,,,,Deep Reefs,Deep Coral
Dive 544011,Parker Bank,P17-T7,27.9183772,-92.033093,129.52,,,,9/30/2017 0:00,12:14:44,,,,,,0,0,,,,,Deep Reefs,Deep Coral
Dive 544012,Parker Bank,P17-T7,27.91833725,-92.0330791,129.82,,,,9/30/2017 0:00,12:15:19,,Nicella sp. ,,,,6,2.3076923076923075,,,,,Deep Reefs,Deep Coral
Dive 544012,Parker Bank,P17-T7,27.91833725,-92.0330791,129.82,,,,9/30/2017 0:00,12:15:19,,Paramuricea sp.,,,,3,1.1538461538461537,,,,,Deep Reefs,Deep Coral
Dive 544012,Parker Bank,P17-T7,27.91833725,-92.0330791,129.82,,,,9/30/2017 0:00,12:15:19,,Elatopathes abietina,,,White branching,2,0.7692307692307692,,,,,Deep Reefs,Deep Coral
Dive 544013,Parker Bank,P17-T7,27.9183329,-92.03305708,129.63,,,,9/30/2017 0:00,12:15:29,,Caliacis sp.,,,,1,0.3846153846153846,,,,,Deep Reefs,Deep Coral
Dive 544013,Parker Bank,P17-T7,27.9183329,-92.03305708,129.63,,,,9/30/2017 0:00,12:15:29,,Elatopathes abietina,,,White,1,0.3846153846153846,,,,,Deep Reefs,Deep Coral
Dive 544013,Parker Bank,P17-T7,27.9183329,-92.03305708,129.63,,,,9/30/2017 0:00,12:15:29,,Nicella sp. ,,,,2,0.7692307692307692,,,,,Deep Reefs,Deep Coral
Dive 544014,Parker Bank,P17-T7,27.91842465,-92.03313947,129.44,,,,9/30/2017 0:00,12:15:36,,Nicella sp. ,,,,1,0.3846153846153846,,,,,Deep Reefs,Deep Coral
Dive 544015,Parker Bank,P17-T7,27.918432366666668,-92.03310657,129.55,,,,9/30/2017 0:00,12:15:49,,Nicella sp. ,,,,2,0.7692307692307692,,,,,Deep Reefs,Deep Coral
Dive 544016,Parker Bank,P17-T7,27.9184388,-92.03307967,129.3,,,,9/30/2017 0:00,12:15:57,,Nicella sp. ,,,,11,4.230769230769231,,,,,Deep Reefs,Deep Coral
Dive 544016,Parker Bank,P17-T7,27.9184388,-92.03307967,129.3,,,,9/30/2017 0:00,12:15:57,,Paramuricea sp.,,,,1,0.3846153846153846,,,,,Deep Reefs,Deep Coral
Dive 544016,Parker Bank,P17-T7,27.9184388,-92.03307967,129.3,,,,9/30/2017 0:00,12:15:57,,Elatopathes abietina,,,White branching,2,0.7692307692307692,,,,,Deep Reefs,Deep Coral
Dive 544018,Parker Bank,P17-T7,27.91844505,-92.03304577,129.20999999999998,,,,9/30/2017 0:00,12:16:12,,Nicella sp. ,,,,12,4.615384615384615,,,,,Deep Reefs,Deep Coral
Dive 544018,Parker Bank,P17-T7,27.91844505,-92.03304577,129.20999999999998,,,,9/30/2017 0:00,12:16:12,,Paramuricea sp.,,,,1,0.3846153846153846,,,,,Deep Reefs,Deep Coral
Dive 544018,Parker Bank,P17-T7,27.91844505,-92.03304577,129.20999999999998,,,,9/30/2017 0:00,12:16:12,,Elatopathes abietina,,,White branching,2,0.7692307692307692,,,,,Deep Reefs,Deep Coral
Dive 544018,Parker Bank,P17-T7,27.91844505,-92.03304577,129.20999999999998,,,,9/30/2017 0:00,12:16:12,,Elatopathes abietina,,,White ,3,1.1538461538461537,,,,,Deep Reefs,Deep Coral
Dive 544019,Parker Bank,P17-T7,27.918448283333333,-92.03302675,129.25,,,,9/30/2017 0:00,12:16:21,,Nicella sp. ,,,,2,0.7692307692307692,,,,,Deep Reefs,Deep Coral
Dive 544019,Parker Bank,P17-T7,27.918448283333333,-92.03302675,129.25,,,,9/30/2017 0:00,12:16:21,,Paramuricea sp.,,,,1,0.3846153846153846,,,,,Deep Reefs,Deep Coral
Dive 544019,Parker Bank,P17-T7,27.918448283333333,-92.03302675,129.25,,,,9/30/2017 0:00,12:16:21,,Elatopathes abietina,,,White branching,3,1.1538461538461537,,,,,Deep Reefs,Deep Coral
Dive 544021,Parker Bank,P17-T7,27.918449716666668,-92.03297345,129.58,,,,9/30/2017 0:00,12:16:49,,Caliacis sp.,,,,1,0.3846153846153846,,,,,Deep Reefs,Deep Coral
Dive 544023,Parker Bank,P17-T7,27.91845845,-92.03292412,129.01,,,,9/30/2017 0:00,12:17:25,,Nicella sp. ,,,,7,2.692307692307692,,,,,Deep Reefs,Deep Coral
Dive 544023,Parker Bank,P17-T7,27.91845845,-92.03292412,129.01,,,,9/30/2017 0:00,12:17:25,,Elatopathes abietina,,,White branching,1,0.3846153846153846,,,,,Deep Reefs,Deep Coral
Dive 544024,Parker Bank,P17-T7,27.918479,-92.03293102,129.46,,,,9/30/2017 0:00,12:17:31,,Nicella sp. ,,,,6,2.3076923076923075,,,,,Deep Reefs,Deep Coral
Dive 544024,Parker Bank,P17-T7,27.918479,-92.03293102,129.46,,,,9/30/2017 0:00,12:17:31,,Elatopathes abietina,,,White branching,3,1.1538461538461537,,,,,Deep Reefs,Deep Coral
Dive 544024,Parker Bank,P17-T7,27.918479,-92.03293102,129.46,,,,9/30/2017 0:00,12:17:31,,Elatopathes abietina,,,Green,1,0.3846153846153846,,,,,Deep Reefs,Deep Coral
Dive 544024,Parker Bank,P17-T7,27.918479,-92.03293102,129.46,,,,9/30/2017 0:00,12:17:31,,Paramuricea sp.,,,,1,0.3846153846153846,,,,,Deep Reefs,Deep Coral
Dive 544025,Parker Bank,P17-T7,27.918481866666667,-92.03291255,129.04,,,,9/30/2017 0:00,12:17:50,,Nicella sp. ,,,,6,2.3076923076923075,,,,,Deep Reefs,Deep Coral
Dive 544025,Parker Bank,P17-T7,27.918481866666667,-92.03291255,129.04,,,,9/30/2017 0:00,12:17:50,,Paramuricea sp.,,,,1,0.3846153846153846,,,,,Deep Reefs,Deep Coral
Dive 544026,Parker Bank,P17-T7,27.918506283333333,-92.03289723,128.64,,,,9/30/2017 0:00,12:18:11,,Antipathes sp.,,black coral sea fan,,7,2.692307692307692,,,,,Deep Reefs,Deep Coral
Dive 544026,Parker Bank,P17-T7,27.918506283333333,-92.03289723,128.64,,,,9/30/2017 0:00,12:18:11,,Elatopathes abietina,,,Green,10,3.846153846153846,,,,,Deep Reefs,Deep Coral
Dive 544026,Parker Bank,P17-T7,27.918506283333333,-92.03289723,128.64,,,,9/30/2017 0:00,12:18:11,,Elatopathes abietina,,,White,7,2.692307692307692,,,,,Deep Reefs,Deep Coral
Dive 544026,Parker Bank,P17-T7,27.918506283333333,-92.03289723,128.64,,,,9/30/2017 0:00,12:18:11,,Nicella sp. ,,,,39,15,,,,,Deep Reefs,Deep Coral
Dive 544026,Parker Bank,P17-T7,27.918506283333333,-92.03289723,128.64,,,,9/30/2017 0:00,12:18:11,,Chironepthya caribaea,,,,1,0.3846153846153846,,,,,Deep Reefs,Deep Coral
Dive 544027,Parker Bank,P17-T7,27.9185221,-92.03287253,128.38,,,,9/30/2017 0:00,12:18:30,,Nicella sp. ,,,,45,17.307692307692307,,,,,Deep Reefs,Deep Coral
Dive 544027,Parker Bank,P17-T7,27.9185221,-92.03287253,128.38,,,,9/30/2017 0:00,12:18:30,,Elatopathes abietina,,,Green,17,6.538461538461538,,,,,Deep Reefs,Deep Coral
Dive 544027,Parker Bank,P17-T7,27.9185221,-92.03287253,128.38,,,,9/30/2017 0:00,12:18:30,,Elatopathes abietina,,,White,5,1.923076923076923,,,,,Deep Reefs,Deep Coral
Dive 544027,Parker Bank,P17-T7,27.9185221,-92.03287253,128.38,,,,9/30/2017 0:00,12:18:30,,Elatopathes abietina,,,White branching,1,0.3846153846153846,,,,,Deep Reefs,Deep Coral
Dive 544027,Parker Bank,P17-T7,27.9185221,-92.03287253,128.38,,,,9/30/2017 0:00,12:18:30,,Antipathes sp.,,black coral sea fan,,2,0.7692307692307692,,,,,Deep Reefs,Deep Coral
Dive 544028,Parker Bank,P17-T7,27.918530316666665,-92.03287688,128.29,,,,9/30/2017 0:00,12:18:36,,Nicella sp. ,,,,55,21.153846153846153,,,,,Deep Reefs,Deep Coral
Dive 544028,Parker Bank,P17-T7,27.918530316666665,-92.03287688,128.29,,,,9/30/2017 0:00,12:18:36,,Elatopathes abietina,,,Green,12,4.615384615384615,,,,,Deep Reefs,Deep Coral
Dive 544028,Parker Bank,P17-T7,27.918530316666665,-92.03287688,128.29,,,,9/30/2017 0:00,12:18:36,,Elatopathes abietina,,,White,11,4.230769230769231,,,,,Deep Reefs,Deep Coral
Dive 544028,Parker Bank,P17-T7,27.918530316666665,-92.03287688,128.29,,,,9/30/2017 0:00,12:18:36,,Elatopathes abietina,,,White branching,1,0.3846153846153846,,,,,Deep Reefs,Deep Coral
Dive 544028,Parker Bank,P17-T7,27.918530316666665,-92.03287688,128.29,,,,9/30/2017 0:00,12:18:36,,Antipathes sp.,,black coral sea fan,,4,1.5384615384615383,,,,,Deep Reefs,Deep Coral
Dive 544029,Parker Bank,P17-T7,27.9185803,-92.0328439,128.03,,,,9/30/2017 0:00,12:18:43,,Nicella sp. ,,,,26,10,,,,,Deep Reefs,Deep Coral
Dive 544029,Parker Bank,P17-T7,27.9185803,-92.0328439,128.03,,,,9/30/2017 0:00,12:18:43,,Elatopathes abietina,,,Green,12,4.615384615384615,,,,,Deep Reefs,Deep Coral
Dive 544029,Parker Bank,P17-T7,27.9185803,-92.0328439,128.03,,,,9/30/2017 0:00,12:18:43,,Elatopathes abietina,,,White,3,1.1538461538461537,,,,,Deep Reefs,Deep Coral
Dive 544029,Parker Bank,P17-T7,27.9185803,-92.0328439,128.03,,,,9/30/2017 0:00,12:18:43,,Antipathes sp.,,black coral sea fan,,7,2.692307692307692,,,,,Deep Reefs,Deep Coral
Dive 544070,Parker Bank,P17-T8,27.920322083333332,-92.03345,123.42,,,,9/30/2017 0:00,12:43:19,,Antipathes sp.,,black coral sea fan,,3,1.1538461538461537,,,,,Deep Reefs,Deep Coral
Dive 544070,Parker Bank,P17-T8,27.920322083333332,-92.03345,123.42,,,,9/30/2017 0:00,12:43:19,,Nicella sp. ,,,,37,14.23076923076923,,,,,Deep Reefs,Deep Coral
Dive 544070,Parker Bank,P17-T8,27.920322083333332,-92.03345,123.42,,,,9/30/2017 0:00,12:43:19,,Elatopathes abietina,,,Green,7,2.692307692307692,,,,,Deep Reefs,Deep Coral
Dive 544070,Parker Bank,P17-T8,27.920322083333332,-92.03345,123.42,,,,9/30/2017 0:00,12:43:19,,Elatopathes abietina,,,Green branching,2,0.7692307692307692,,,,,Deep Reefs,Deep Coral
Dive 544070,Parker Bank,P17-T8,27.920322083333332,-92.03345,123.42,,,,9/30/2017 0:00,12:43:19,,Elatopathes abietina,,,White,3,1.1538461538461537,,,,,Deep Reefs,Deep Coral
Dive 544070,Parker Bank,P17-T8,27.920322083333332,-92.03345,123.42,,,,9/30/2017 0:00,12:43:19,,Elatopathes abietina,,,White branching,1,0.3846153846153846,,,,,Deep Reefs,Deep Coral
Dive 544073,Parker Bank,P17-T8,27.92035765,-92.03342755,122.24,,,,9/30/2017 0:00,12:43:39,,Antipathes sp.,,black coral sea fan,,1,0.3846153846153846,,,,,Deep Reefs,Deep Coral
Dive 544073,Parker Bank,P17-T8,27.92035765,-92.03342755,122.24,,,,9/30/2017 0:00,12:43:39,,Nicella sp. ,,,,50,19.23076923076923,,,,,Deep Reefs,Deep Coral
Dive 544073,Parker Bank,P17-T8,27.92035765,-92.03342755,122.24,,,,9/30/2017 0:00,12:43:39,,Elatopathes abietina,,,Green,7,2.692307692307692,,,,,Deep Reefs,Deep Coral
Dive 544073,Parker Bank,P17-T8,27.92035765,-92.03342755,122.24,,,,9/30/2017 0:00,12:43:39,,Elatopathes abietina,,,White,5,1.923076923076923,,,,,Deep Reefs,Deep Coral
Dive 544073,Parker Bank,P17-T8,27.92035765,-92.03342755,122.24,,,,9/30/2017 0:00,12:43:39,,Elatopathes abietina,,,White branching,6,2.3076923076923075,,,,,Deep Reefs,Deep Coral
Dive 544074,Parker Bank,P17-T8,27.920368383333333,-92.03345098,121.31,,,,9/30/2017 0:00,12:43:52,,Nicella sp. ,,,,33,12.692307692307692,,,,,Deep Reefs,Deep Coral
Dive 544074,Parker Bank,P17-T8,27.920368383333333,-92.03345098,121.31,,,,9/30/2017 0:00,12:43:52,,Elatopathes abietina,,,Green,12,4.615384615384615,,,,,Deep Reefs,Deep Coral
Dive 544074,Parker Bank,P17-T8,27.920368383333333,-92.03345098,121.31,,,,9/30/2017 0:00,12:43:52,,Elatopathes abietina,,,White,1,0.3846153846153846,,,,,Deep Reefs,Deep Coral
Dive 544074,Parker Bank,P17-T8,27.920368383333333,-92.03345098,121.31,,,,9/30/2017 0:00,12:43:52,,Elatopathes abietina,,,White branching,1,0.3846153846153846,,,,,Deep Reefs,Deep Coral
Dive 544074,Parker Bank,P17-T8,27.920368383333333,-92.03345098,121.31,,,,9/30/2017 0:00,12:43:52,,Oxysmilia rotundifolia,,,,1,0.3846153846153846,,,,,Deep Reefs,Deep Coral
Dive 544075,Parker Bank,P17-T8,27.92035125,-92.03344862,121.42999999999999,,,,9/30/2017 0:00,12:44:01,,Nicella sp. ,,,,37,14.23076923076923,,,,,Deep Reefs,Deep Coral
Dive 544075,Parker Bank,P17-T8,27.92035125,-92.03344862,121.42999999999999,,,,9/30/2017 0:00,12:44:01,,Elatopathes abietina,,,Green,6,2.3076923076923075,,,,,Deep Reefs,Deep Coral
Dive 544075,Parker Bank,P17-T8,27.92035125,-92.03344862,121.42999999999999,,,,9/30/2017 0:00,12:44:01,,Elatopathes abietina,,,White,2,0.7692307692307692,,,,,Deep Reefs,Deep Coral
Dive 544077,Parker Bank,P17-T8,27.9203551,-92.03344755,121.42,,,,9/30/2017 0:00,12:44:21,,Nicella sp. ,,,,56,21.538461538461537,,,,,Deep Reefs,Deep Coral
Dive 544077,Parker Bank,P17-T8,27.9203551,-92.03344755,121.42,,,,9/30/2017 0:00,12:44:21,,Elatopathes abietina,,,Green,15,5.769230769230769,,,,,Deep Reefs,Deep Coral
Dive 544077,Parker Bank,P17-T8,27.9203551,-92.03344755,121.42,,,,9/30/2017 0:00,12:44:21,,Elatopathes abietina,,,Green branching,1,0.3846153846153846,,,,,Deep Reefs,Deep Coral
Dive 544077,Parker Bank,P17-T8,27.9203551,-92.03344755,121.42,,,,9/30/2017 0:00,12:44:21,,Elatopathes abietina,,,White,8,3.0769230769230766,,,,,Deep Reefs,Deep Coral
Dive 544077,Parker Bank,P17-T8,27.9203551,-92.03344755,121.42,,,,9/30/2017 0:00,12:44:21,,Elatopathes abietina,,,White branching,1,0.3846153846153846,,,,,Deep Reefs,Deep Coral
Dive 544077,Parker Bank,P17-T8,27.9203551,-92.03344755,121.42,,,,9/30/2017 0:00,12:44:21,,Antipathes sp.,,black coral sea fan,,4,1.5384615384615383,,,,,Deep Reefs,Deep Coral
Dive 544078,Parker Bank,P17-T8,27.920381766666665,-92.03343642,121.27000000000001,,,,9/30/2017 0:00,12:44:30,,Nicella sp. ,,,,65,25,,,,,Deep Reefs,Deep Coral
Dive 544078,Parker Bank,P17-T8,27.920381766666665,-92.03343642,121.27000000000001,,,,9/30/2017 0:00,12:44:30,,Elatopathes abietina,,,Green,17,6.538461538461538,,,,,Deep Reefs,Deep Coral
Dive 544078,Parker Bank,P17-T8,27.920381766666665,-92.03343642,121.27000000000001,,,,9/30/2017 0:00,12:44:30,,Elatopathes abietina,,,Green branching,1,0.3846153846153846,,,,,Deep Reefs,Deep Coral
Dive 544078,Parker Bank,P17-T8,27.920381766666665,-92.03343642,121.27000000000001,,,,9/30/2017 0:00,12:44:30,,Antipathes sp.,,black coral sea fan,,3,1.1538461538461537,,,,,Deep Reefs,Deep Coral
Dive 544078,Parker Bank,P17-T8,27.920381766666665,-92.03343642,121.27000000000001,,,,9/30/2017 0:00,12:44:30,,Elatopathes abietina,,,White branching,1,0.3846153846153846,,,,,Deep Reefs,Deep Coral
Dive 544078,Parker Bank,P17-T8,27.920381766666665,-92.03343642,121.27000000000001,,,,9/30/2017 0:00,12:44:30,,Elatopathes abietina,,,White,10,3.846153846153846,,,,,Deep Reefs,Deep Coral
Dive 544079,Parker Bank,P17-T8,27.9203918,-92.0334148,120.97,,,,9/30/2017 0:00,12:44:38,,Elatopathes abietina,,,Green,4,1.5384615384615383,,,,,Deep Reefs,Deep Coral
Dive 544079,Parker Bank,P17-T8,27.9203918,-92.0334148,120.97,,,,9/30/2017 0:00,12:44:38,,Elatopathes abietina,,,White,6,2.3076923076923075,,,,,Deep Reefs,Deep Coral
Dive 544079,Parker Bank,P17-T8,27.9203918,-92.0334148,120.97,,,,9/30/2017 0:00,12:44:38,,Elatopathes abietina,,,White branching,1,0.3846153846153846,,,,,Deep Reefs,Deep Coral
Dive 544079,Parker Bank,P17-T8,27.9203918,-92.0334148,120.97,,,,9/30/2017 0:00,12:44:38,,Nicella sp. ,,,,21,8.076923076923077,,,,,Deep Reefs,Deep Coral
Dive 544081,Parker Bank,P17-T8,27.920387366666667,-92.03342117,120.25,,,,9/30/2017 0:00,12:44:58,,Nicella sp. ,,,,36,13.846153846153845,,,,,Deep Reefs,Deep Coral
Dive 544081,Parker Bank,P17-T8,27.920387366666667,-92.03342117,120.25,,,,9/30/2017 0:00,12:44:58,,Elatopathes abietina,,,Green,7,2.692307692307692,,,,,Deep Reefs,Deep Coral
Dive 544081,Parker Bank,P17-T8,27.920387366666667,-92.03342117,120.25,,,,9/30/2017 0:00,12:44:58,,Antipathes sp.,,black coral sea fan,,1,0.3846153846153846,,,,,Deep Reefs,Deep Coral
Dive 544081,Parker Bank,P17-T8,27.920387366666667,-92.03342117,120.25,,,,9/30/2017 0:00,12:44:58,,Elatopathes abietina,,,White branching,1,0.3846153846153846,,,,,Deep Reefs,Deep Coral
Dive 544081,Parker Bank,P17-T8,27.920387366666667,-92.03342117,120.25,,,,9/30/2017 0:00,12:44:58,,Elatopathes abietina,,,White,7,2.692307692307692,,,,,Deep Reefs,Deep Coral
Dive 544081,Parker Bank,P17-T8,27.920387366666667,-92.03342117,120.25,,,,9/30/2017 0:00,12:44:58,,Tanacetipathes sp. ,,,,1,0.3846153846153846,,,,,Deep Reefs,Deep Coral
Dive 544082,Parker Bank,P17-T8,27.920448166666667,-92.03344535,119.88,,,,9/30/2017 0:00,12:45:10,,Nicella sp. ,,,,32,12.307692307692307,,,,,Deep Reefs,Deep Coral
Dive 544082,Parker Bank,P17-T8,27.920448166666667,-92.03344535,119.88,,,,9/30/2017 0:00,12:45:10,,Elatopathes abietina,,,Green,5,1.923076923076923,,,,,Deep Reefs,Deep Coral
Dive 544082,Parker Bank,P17-T8,27.920448166666667,-92.03344535,119.88,,,,9/30/2017 0:00,12:45:10,,Elatopathes abietina,,,Green branching,2,0.7692307692307692,,,,,Deep Reefs,Deep Coral
Dive 544082,Parker Bank,P17-T8,27.920448166666667,-92.03344535,119.88,,,,9/30/2017 0:00,12:45:10,,Antipathes sp.,,black coral sea fan,,2,0.7692307692307692,,,,,Deep Reefs,Deep Coral
Dive 544082,Parker Bank,P17-T8,27.920448166666667,-92.03344535,119.88,,,,9/30/2017 0:00,12:45:10,,Elatopathes abietina,,,White,6,2.3076923076923075,,,,,Deep Reefs,Deep Coral
Dive 544083,Parker Bank,P17-T8,27.920466216666668,-92.0334827,119.8,,,,9/30/2017 0:00,12:45:19,,Nicella sp. ,,,,44,16.923076923076923,,,,,Deep Reefs,Deep Coral
Dive 544083,Parker Bank,P17-T8,27.920466216666668,-92.0334827,119.8,,,,9/30/2017 0:00,12:45:19,,Elatopathes abietina,,,Green,26,10,,,,,Deep Reefs,Deep Coral
Dive 544083,Parker Bank,P17-T8,27.920466216666668,-92.0334827,119.8,,,,9/30/2017 0:00,12:45:19,,Elatopathes abietina,,,White,2,0.7692307692307692,,,,,Deep Reefs,Deep Coral
Dive 544083,Parker Bank,P17-T8,27.920466216666668,-92.0334827,119.8,,,,9/30/2017 0:00,12:45:19,,Elatopathes abietina,,,White branching,1,0.3846153846153846,,,,,Deep Reefs,Deep Coral
Dive 544083,Parker Bank,P17-T8,27.920466216666668,-92.0334827,119.8,,,,9/30/2017 0:00,12:45:19,,Antipathes sp.,,black coral sea fan,,1,0.3846153846153846,,,,,Deep Reefs,Deep Coral
Dive 544083,Parker Bank,P17-T8,27.920466216666668,-92.0334827,119.8,,,,9/30/2017 0:00,12:45:19,,Callogorgia gracillis,,,,1,0.3846153846153846,,,,,Deep Reefs,Deep Coral
Dive 544084,Parker Bank,P17-T8,27.9204407,-92.0334717,119.19,,,,9/30/2017 0:00,12:45:28,,Nicella sp. ,,,,57,21.923076923076923,,,,,Deep Reefs,Deep Coral
Dive 544084,Parker Bank,P17-T8,27.9204407,-92.0334717,119.19,,,,9/30/2017 0:00,12:45:28,,Elatopathes abietina,,,Green,11,4.230769230769231,,,,,Deep Reefs,Deep Coral
Dive 544084,Parker Bank,P17-T8,27.9204407,-92.0334717,119.19,,,,9/30/2017 0:00,12:45:28,,Elatopathes abietina,,,White,5,1.923076923076923,,,,,Deep Reefs,Deep Coral
Dive 544084,Parker Bank,P17-T8,27.9204407,-92.0334717,119.19,,,,9/30/2017 0:00,12:45:28,,Elatopathes abietina,,,White branching,3,1.1538461538461537,,,,,Deep Reefs,Deep Coral
Dive 544084,Parker Bank,P17-T8,27.9204407,-92.0334717,119.19,,,,9/30/2017 0:00,12:45:28,,Antipathes sp.,,black coral sea fan,,6,2.3076923076923075,,,,,Deep Reefs,Deep Coral
Dive 544084,Parker Bank,P17-T8,27.9204407,-92.0334717,119.19,,,,9/30/2017 0:00,12:45:28,,Callogorgia gracillis,,,,1,0.3846153846153846,,,,,Deep Reefs,Deep Coral
Dive 544085,Parker Bank,P17-T8,27.920447033333332,-92.03356235,118.94,,,,9/30/2017 0:00,12:45:41,,Nicella sp. ,,,,65,25,,,,,Deep Reefs,Deep Coral
Dive 544085,Parker Bank,P17-T8,27.920447033333332,-92.03356235,118.94,,,,9/30/2017 0:00,12:45:41,,Elatopathes abietina,,,Green,8,3.0769230769230766,,,,,Deep Reefs,Deep Coral
Dive 544085,Parker Bank,P17-T8,27.920447033333332,-92.03356235,118.94,,,,9/30/2017 0:00,12:45:41,,Elatopathes abietina,,,White,10,3.846153846153846,,,,,Deep Reefs,Deep Coral
Dive 544085,Parker Bank,P17-T8,27.920447033333332,-92.03356235,118.94,,,,9/30/2017 0:00,12:45:41,,Elatopathes abietina,,,White branching,3,1.1538461538461537,,,,,Deep Reefs,Deep Coral
Dive 544085,Parker Bank,P17-T8,27.920447033333332,-92.03356235,118.94,,,,9/30/2017 0:00,12:45:41,,Antipathes sp.,,black coral sea fan,,3,1.1538461538461537,,,,,Deep Reefs,Deep Coral
Dive 544087,Parker Bank,P17-T8,27.920539666666667,-92.03351708,117.59,,,,9/30/2017 0:00,12:46:13,,Nicella sp. ,,,,31,11.923076923076923,,,,,Deep Reefs,Deep Coral
Dive 544087,Parker Bank,P17-T8,27.920539666666667,-92.03351708,117.59,,,,9/30/2017 0:00,12:46:13,,Elatopathes abietina,,,Green,10,3.846153846153846,,,,,Deep Reefs,Deep Coral
Dive 544087,Parker Bank,P17-T8,27.920539666666667,-92.03351708,117.59,,,,9/30/2017 0:00,12:46:13,,Elatopathes abietina,,,White,5,1.923076923076923,,,,,Deep Reefs,Deep Coral
Dive 544087,Parker Bank,P17-T8,27.920539666666667,-92.03351708,117.59,,,,9/30/2017 0:00,12:46:13,,Elatopathes abietina,,,White branching,1,0.3846153846153846,,,,,Deep Reefs,Deep Coral
Dive 544087,Parker Bank,P17-T8,27.920539666666667,-92.03351708,117.59,,,,9/30/2017 0:00,12:46:13,,Tanacetipathes sp. ,,,,1,0.3846153846153846,,,,,Deep Reefs,Deep Coral
